PUBCHEM_CID,y_prob_meta,y_pred_meta_0,y_prob_margin
2189210,0.5057975,0.4942025,0.011595
1380424,0.48474765,0.51525235,0.0305047
3240323,0.4829764,0.5170236,0.0340472
135403131,0.5261325,0.4738675,0.052265
9585235,0.4650507,0.5349493000000001,0.0698986
